,Unnamed: 0,Person_id,Survey_date,Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth,Target
2259,2259,Id_f7yyojy24h,2022-03-15,2,unemployed,1046.0,Rural,North West,1.0,,,2.0,40 - 49 %,,60 - 69 %,,40 - 49 %,1,1,2000,1,1
2260,2260,Id_th5y3oc8x2,2023-02-13,4,self employed,,Rural,North West,0.0,0.0,0.0,,,,,,,0,1,1994,7,1
2261,2261,Id_8hx99aysdc,2023-03-20,4,studying,,Urban,Gauteng,1.0,0.0,0.0,3.0,,30 - 39 %,60 - 69 %,,,1,1,2003,9,0
2262,2262,Id_ss63r07k58,2023-02-16,4,self employed,1497.0,Suburb,Gauteng,1.0,1.0,0.0,5.0,,40 - 49 %,,50 - 59 %,,0,1,2000,1,1
2263,2263,Id_skj2kj1d03,2022-07-28,3,unemployed,1313.0,Suburb,Gauteng,0.0,0.0,0.0,2.0,,,,,,1,1,1998,9,0
2264,2264,Id_smzihl2fih,2023-03-23,4,wage employed,153.0,Rural,Limpopo,,,,,,,,,,1,1,2001,4,0
2265,2265,Id_9ij1ansldl,2023-02-14,4,unemployed,1132.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,40 - 49 %,,50 - 59 %,,50 - 59 %,1,1,2001,1,0
2266,2266,Id_h8x7os8ifc,2022-07-28,3,self employed,186.0,Urban,Gauteng,,,,,,,,,,0,1,2003,6,1
2267,2267,Id_nm7iw5gp0o,2022-02-24,2,unemployed,54.0,Urban,Gauteng,,,,,,,,,,1,1,2002,8,0
2268,2268,Id_1ormdugfmv,2023-02-09,4,unemployed,334.0,Urban,North West,1.0,0.0,0.0,,,40 - 49 %,,50 - 59 %,,0,1,1999,6,0
2269,2269,Id_spfontkzxr,2021-08-23,1,wage employed,0.0,Urban,Gauteng,1.0,,,4.0,50 - 59 %,,60 - 69 %,,40 - 49 %,0,1,1991,7,1
2270,2270,Id_nwumeo86rj,2022-02-23,2,wage employed,516.0,Urban,Western Cape,1.0,,,5.0,,40 - 49 %,,50 - 59 %,,1,1,1994,8,0
2271,2271,Id_f5choae9l2,2023-03-13,4,unemployed,1160.0,Rural,Mpumalanga,,,,,,,,,,1,1,2001,1,0
2272,2272,Id_18o5a3ecvj,2021-08-18,1,employment programme,0.0,Urban,Gauteng,1.0,1.0,0.0,1.0,70 - 79 %,,70 - 79 %,,70 - 79 %,0,1,1998,1,0
2273,2273,Id_cp4u18tnwj,2022-03-03,2,self employed,66.0,Urban,Gauteng,1.0,0.0,0.0,2.0,30 - 39 %,,60 - 69 %,,30 - 39 %,1,1,2000,1,1
2274,2274,Id_lfrcdnaxmb,2022-03-08,2,unemployed,95.0,Urban,Gauteng,1.0,,,1.0,,30 - 39 %,50 - 59 %,,,0,1,1998,5,0
2275,2275,Id_73caku8ngo,2022-08-10,3,other,,Urban,Gauteng,1.0,0.0,0.0,,,,40 - 49 %,,,0,1,1988,7,1
2276,2276,Id_wqsx0oj0c5,2023-02-28,4,unemployed,951.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,,40 - 49 %,50 - 59 %,,,0,1,1991,6,0
2277,2277,Id_08m193z1nt,2023-03-17,4,studying,,Urban,Mpumalanga,1.0,0.0,0.0,,40 - 49 %,,50 - 59 %,,50 - 59 %,1,1,1998,9,0
2278,2278,Id_0xsu4oltte,2022-03-09,2,wage employed,89.0,Urban,KwaZulu-Natal,1.0,,,,,50 - 59 %,50 - 59 %,,,1,1,1994,5,0
2279,2279,Id_iu7h37qlvw,2023-02-01,4,studying,,Suburb,Limpopo,1.0,0.0,0.0,3.0,30 - 39 %,,40 - 49 %,,30 - 39 %,1,1,1998,10,0
2280,2280,Id_sb6nxq0nil,2022-03-09,2,wage employed,1095.0,Urban,KwaZulu-Natal,1.0,,,,,0 - 29 %,50 - 59 %,,,1,1,1986,11,0
2281,2281,Id_hy44ak3u1s,2023-02-07,4,unemployed,1132.0,Urban,Gauteng,0.0,0.0,0.0,4.0,,,,,,1,1,2000,1,0
2282,2282,Id_cpj966lb4u,2022-03-11,2,unemployed,795.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,0 - 29 %,,60 - 69 %,,0 - 29 %,1,1,2000,1,0
2283,2283,Id_nxs3godqpq,2023-03-15,4,wage employed,365.0,Rural,Mpumalanga,,,,,,,,,,1,1,1990,1,0
2284,2284,Id_3kzb5k929p,2022-03-16,2,unemployed,102.0,Urban,North West,,,,,,,,,,1,1,2000,1,0
2285,2285,Id_21ie44mvk2,2023-03-02,4,wage employed,883.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1997,5,0
2286,2286,Id_wj6plsutx1,2022-08-01,3,other,,Urban,Free State,1.0,0.0,0.0,1.0,,30 - 39 %,40 - 49 %,,,1,1,1994,6,1
2287,2287,Id_31ksq2sviw,2022-03-02,2,unemployed,33.0,Suburb,Western Cape,1.0,,,,,,,,,1,1,2000,1,0
2288,2288,Id_7hq667fp0b,2021-08-12,1,studying,,Rural,Limpopo,1.0,,,3.0,,,,,,1,1,1996,4,0
2289,2289,Id_by21wre6mo,2023-03-02,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1997,11,1
2290,2290,Id_x59j4vhxab,2022-08-11,3,unemployed,614.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,80 - 100 %,50 - 59 %,,,1,1,2001,5,0
2291,2291,Id_1julaeux6v,2022-08-08,3,unemployed,1374.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,,40 - 49 %,,40 - 49 %,,0,1,1997,5,0
2292,2292,Id_qctth65iyk,2022-08-11,3,wage employed,,Urban,Free State,1.0,0.0,0.0,2.0,30 - 39 %,,50 - 59 %,,30 - 39 %,1,1,1998,7,0
2293,2293,Id_6ubme9krni,2022-02-24,2,unemployed,445.0,Urban,Gauteng,1.0,1.0,0.0,3.0,,70 - 79 %,60 - 69 %,,,1,1,2001,10,0
2294,2294,Id_l6kdgdxd38,2023-02-16,4,unemployed,1461.0,Rural,Limpopo,1.0,0.0,0.0,,,60 - 69 %,60 - 69 %,,,0,1,2000,1,0
2295,2295,Id_p08282htlf,2022-03-08,2,unemployed,737.0,Urban,Gauteng,1.0,,,3.0,,50 - 59 %,,40 - 49 %,,0,1,1998,1,1
2296,2296,Id_ru09qfli10,2023-03-13,4,unemployed,429.0,Urban,Eastern Cape,,,,,,,,,,1,1,2000,11,0
2297,2297,Id_pxampijm57,2023-02-21,4,unemployed,,Urban,Gauteng,0.0,0.0,0.0,,,,,,,0,1,1992,7,1
2298,2298,Id_u54bz3yubn,2022-08-08,3,other,,Urban,Western Cape,0.0,0.0,0.0,4.0,,,,,,0,1,2003,4,1
2299,2299,Id_cnqe9p3lff,2023-02-07,4,unemployed,36.0,Urban,Gauteng,1.0,,1.0,5.0,,50 - 59 %,,50 - 59 %,,0,1,2000,1,0
2300,2300,Id_7mjadyqnch,2023-03-17,4,wage employed,153.0,Urban,Western Cape,,,,,,,,,,1,1,1999,3,0
2301,2301,Id_vcv8vl6pjm,2022-08-01,3,wage employed,,Suburb,Mpumalanga,,,,,,,,,,1,1,1999,10,0
2302,2302,Id_k3zpx0g70i,2023-02-22,4,wage employed,822.0,Rural,North West,0.0,0.0,0.0,1.0,,,,,,0,1,1997,8,0
2303,2303,Id_daqtfmuw7g,2023-03-20,4,wage employed,339.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,40 - 49 %,,30 - 39 %,,30 - 39 %,1,1,1999,3,1
2304,2304,Id_uierbwyu3k,2022-08-04,3,unemployed,1254.0,Urban,Gauteng,1.0,0.0,0.0,2.0,30 - 39 %,,50 - 59 %,,30 - 39 %,0,1,1990,9,0
2305,2305,Id_4p25gdybdz,2023-02-08,4,unemployed,1370.0,Rural,Limpopo,0.0,0.0,0.0,,,,,,,0,1,1999,4,1
2306,2306,Id_zryc8zlng8,2022-03-02,2,unemployed,796.0,Urban,Gauteng,0.0,0.0,0.0,3.0,,,,,,1,1,2000,1,0
2307,2307,Id_cb9zwgmb3c,2023-02-16,4,studying,,Urban,Gauteng,,,,,,,,,,0,1,2000,5,0
2308,2308,Id_1a0lwfrwwc,2022-08-04,3,unemployed,127.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1997,9,0
2309,2309,Id_of7q6r3pn9,2023-03-07,4,wage employed,0.0,Urban,Gauteng,,,,,,,,,,1,1,1993,11,0
2310,2310,Id_8h8utd3ikj,2022-03-07,2,unemployed,182.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,,30 - 39 %,50 - 59 %,,,0,1,2000,1,1
2311,2311,Id_63rnuas4k5,2022-02-23,2,unemployed,789.0,Rural,North West,1.0,0.0,0.0,1.0,,50 - 59 %,60 - 69 %,,,1,1,2001,2,0
2312,2312,Id_awqfqpawkw,2023-02-09,4,unemployed,736.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,30 - 39 %,,50 - 59 %,,40 - 49 %,1,1,2000,1,0
2313,2313,Id_ytplloyz2v,2021-08-13,1,studying,,Urban,Gauteng,,,,,,,,,,0,1,2002,5,0
2314,2314,Id_vzxlbn9tw2,2021-08-12,1,studying,,Rural,KwaZulu-Natal,1.0,,,3.0,,,,,,1,1,1998,2,0
2315,2315,Id_17r0uaksqo,2023-02-23,4,studying,,Suburb,KwaZulu-Natal,1.0,0.0,0.0,3.0,50 - 59 %,,60 - 69 %,,50 - 59 %,0,1,2001,3,0
2316,2316,Id_r428srmui3,2022-08-15,3,other,,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,0 - 29 %,,,60 - 69 %,,0,1,1995,5,1
2317,2317,Id_onzkx0ex5m,2022-03-03,2,unemployed,639.0,Urban,Western Cape,,,,,,,,,,1,1,2000,1,1
2318,2318,Id_til98mssrb,2022-08-01,3,unemployed,2805.0,Urban,Limpopo,,,,,,,,,,1,1,1992,3,0
2319,2319,Id_3spdmekqkj,2022-08-05,3,studying,,Rural,Mpumalanga,1.0,0.0,0.0,1.0,,50 - 59 %,50 - 59 %,,,1,1,2003,4,0
2320,2320,Id_7zu946rbph,2023-02-21,4,unemployed,1675.0,Urban,Free State,1.0,0.0,0.0,1.0,,50 - 59 %,50 - 59 %,,,0,1,1991,7,1
2321,2321,Id_1teod967gl,2022-03-01,2,self employed,701.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,,40 - 49 %,,,0,1,1998,8,1
2322,2322,Id_zw9bido297,2022-02-24,2,unemployed,59.0,Urban,Free State,,,,,,,,,,1,1,2001,5,0
2323,2323,Id_r3b3izpdeh,2022-09-03,3,unemployed,248.0,Urban,Gauteng,1.0,0.0,1.0,,,40 - 49 %,50 - 59 %,,,1,1,2000,1,0
2324,2324,Id_ptpumbpp74,2022-02-25,2,unemployed,1156.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,,60 - 69 %,50 - 59 %,,,1,1,1996,2,0
2325,2325,Id_natky8hk58,2023-02-09,4,unemployed,1073.0,Urban,Gauteng,0.0,0.0,0.0,,,,,,,0,1,1995,11,0
2326,2326,Id_ovg1skp8ip,2023-02-01,4,studying,,Urban,Gauteng,1.0,0.0,0.0,5.0,,40 - 49 %,,40 - 49 %,,0,1,2000,9,1
2327,2327,Id_o8rtc00u7c,2023-02-24,4,unemployed,1497.0,Urban,Gauteng,0.0,0.0,0.0,5.0,,,,,,0,1,1992,10,0
2328,2328,Id_82evmr97nc,2022-08-10,3,other,,Urban,Gauteng,1.0,0.0,0.0,3.0,,30 - 39 %,50 - 59 %,,,1,1,1998,10,1
2329,2329,Id_38n41mksne,2021-08-12,1,studying,,Urban,Eastern Cape,1.0,,,3.0,,30 - 39 %,60 - 69 %,,,1,1,1999,2,0
2330,2330,Id_h1cd40vxh4,2023-02-16,4,wage employed,311.0,Urban,Northern Cape,,,,,,,,,,0,1,1998,4,1
2331,2331,Id_93qlj7s8d2,2022-08-08,3,wage employed,,Suburb,Mpumalanga,0.0,,,2.0,,,,,,0,1,2000,6,0
2332,2332,Id_eq5ua9wxht,2022-02-24,2,wage employed,0.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,,40 - 49 %,50 - 59 %,,,1,1,1995,12,1
2333,2333,Id_phjd0oq4io,2022-08-03,3,other,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1997,4,1
2334,2334,Id_e0demfh12r,2023-02-27,4,unemployed,334.0,Rural,Mpumalanga,1.0,0.0,0.0,2.0,40 - 49 %,,50 - 59 %,,40 - 49 %,0,1,2002,12,0
2335,2335,Id_g6u8blb3gj,2022-08-08,3,unemployed,1678.0,Urban,Eastern Cape,1.0,0.0,0.0,0.0,,30 - 39 %,40 - 49 %,,,1,1,1997,5,0
2336,2336,Id_aajm1u75oa,2023-02-16,4,wage employed,61.0,Urban,North West,1.0,0.0,0.0,2.0,30 - 39 %,,50 - 59 %,,0 - 29 %,0,1,1999,5,0
2337,2337,Id_12zc3tzwvn,2023-02-13,4,wage employed,0.0,Urban,Mpumalanga,,,,,,,,,,0,1,1996,4,0
2338,2338,Id_r16oei22ph,2023-02-07,4,unemployed,36.0,Suburb,Limpopo,1.0,0.0,0.0,,,50 - 59 %,40 - 49 %,,,0,1,1999,10,0
2339,2339,Id_gi4hcvk15o,2023-02-27,4,unemployed,1193.0,Urban,Free State,,,,,,,,,,0,1,1999,12,0
2340,2340,Id_s9qk4grzsp,2022-08-02,3,self employed,1466.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,,40 - 49 %,40 - 49 %,,,0,1,2000,8,1
2341,2341,Id_x0k9188bkq,2023-03-02,4,unemployed,245.0,Rural,Mpumalanga,1.0,,,1.0,,30 - 39 %,30 - 39 %,,,1,1,2000,1,0
2342,2342,Id_sdlk5vobrh,2022-08-11,3,other,,Urban,Eastern Cape,1.0,0.0,1.0,4.0,30 - 39 %,,50 - 59 %,,,1,1,1996,11,1
2343,2343,Id_d1d4hyl4or,2023-03-15,4,unemployed,2256.0,Urban,Free State,,,,,,,,,,1,1,1988,4,0
2344,2344,Id_0yj6mf6b39,2022-02-25,2,unemployed,464.0,Urban,Gauteng,1.0,,,2.0,,50 - 59 %,60 - 69 %,,,1,1,2001,3,1
2345,2345,Id_e1yipviem9,2022-03-08,2,wage employed,91.0,Rural,North West,1.0,,,,,,,,,0,1,1993,7,1
2346,2346,Id_azujp6psxu,2022-02-23,2,unemployed,546.0,Urban,Gauteng,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,1,1,1998,6,0
2347,2347,Id_6kb6zd0pq7,2022-07-29,3,other,,Urban,Gauteng,,,,,,,,,,1,1,2002,8,1
2348,2348,Id_pzl4jyleib,2022-08-01,3,unemployed,1709.0,Rural,Limpopo,,,,,,,,,,1,1,1992,1,0
2349,2349,Id_076tj18idv,2022-08-11,3,other,,Urban,KwaZulu-Natal,1.0,1.0,0.0,2.0,,70 - 79 %,60 - 69 %,,,1,1,1990,8,1
2350,2350,Id_e7viwtytsz,2022-03-02,2,unemployed,461.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,30 - 39 %,,70 - 79 %,,30 - 39 %,1,1,2000,1,0
2351,2351,Id_dgs30y7mmy,2021-08-19,1,studying,,Urban,Western Cape,1.0,0.0,0.0,3.0,,30 - 39 %,60 - 69 %,,,0,1,2002,6,0
2352,2352,Id_v52k9i7r4h,2023-03-23,4,unemployed,613.0,Rural,Limpopo,,,,,,,,,,1,1,1997,7,0
2353,2353,Id_t8lwhc3r7d,2023-02-06,4,studying,,Suburb,Gauteng,,,,,,,,,,1,1,1998,1,1
2354,2354,Id_a66azy9g03,2022-08-10,3,unemployed,2774.0,Urban,Northern Cape,1.0,,,3.0,,40 - 49 %,40 - 49 %,,,0,1,1994,11,0
2355,2355,Id_dtoadd5qyz,2022-08-05,3,other,,Rural,KwaZulu-Natal,1.0,,1.0,5.0,,60 - 69 %,,60 - 69 %,,1,1,1998,10,1
2356,2356,Id_flufbeov7s,2023-03-22,4,unemployed,429.0,Urban,Limpopo,1.0,0.0,0.0,,,40 - 49 %,,40 - 49 %,,1,1,1991,9,0
2357,2357,Id_0zjyfmruun,2023-03-08,4,unemployed,64.0,Rural,KwaZulu-Natal,0.0,0.0,0.0,2.0,,,,,,1,1,2003,6,0
2358,2358,Id_6sc8pgp981,2023-03-01,4,self employed,1101.0,Rural,Limpopo,,,,,,,,,,0,1,1993,1,1
2359,2359,Id_gm2rd4ukqo,2022-02-25,2,studying,,Urban,Northern Cape,1.0,1.0,0.0,,60 - 69 %,,50 - 59 %,,60 - 69 %,1,1,1995,2,0
2360,2360,Id_3etggy80sr,2023-02-15,4,wage employed,61.0,Urban,Western Cape,1.0,0.0,0.0,,30 - 39 %,,50 - 59 %,,50 - 59 %,1,1,1991,3,0
2361,2361,Id_hlz2x5az34,2022-08-10,3,other,,Urban,Gauteng,1.0,1.0,0.0,5.0,50 - 59 %,,,60 - 69 %,50 - 59 %,0,1,1998,8,0
2362,2362,Id_m62katu5br,2023-02-08,4,studying,,Urban,Free State,,,,,,,,,,0,1,2000,9,0
2363,2363,Id_554q72pmcv,2023-02-08,4,unemployed,2381.0,Urban,Gauteng,,,,,,,,,,1,1,1992,1,0
2364,2364,Id_2qo9383jog,2021-08-11,1,wage employed,0.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,,50 - 59 %,60 - 69 %,,30 - 39 %,1,1,1999,3,0
2365,2365,Id_0h88tdr4ge,2021-08-18,1,wage employed,0.0,Rural,North West,1.0,,,1.0,,50 - 59 %,60 - 69 %,,,1,1,1995,4,0
2366,2366,Id_0aa4r3tzc1,2022-03-04,2,unemployed,461.0,Urban,Western Cape,0.0,0.0,0.0,3.0,,,,,,1,1,2000,1,0
2367,2367,Id_5k6dfapkha,2023-02-02,4,wage employed,366.0,Rural,Limpopo,1.0,0.0,0.0,,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,2000,1,1
2368,2368,Id_yrpty9xxds,2023-03-14,4,unemployed,735.0,Rural,KwaZulu-Natal,0.0,0.0,0.0,,,,,,,1,1,2000,2,0
2369,2369,Id_rapwrbilo3,2023-03-22,4,wage employed,244.0,Urban,Limpopo,,,,,,,,,,1,1,1998,9,0
2370,2370,Id_0fev9uzlg5,2021-08-20,1,wage employed,0.0,Rural,Limpopo,0.0,,,3.0,,,,,,1,1,1992,8,1
2371,2371,Id_lkhuyd5bfa,2023-02-16,4,wage employed,153.0,Rural,North West,,,,,,,,,,0,1,1990,2,0
2372,2372,Id_0y4ep0jw8m,2022-08-12,3,unemployed,186.0,Urban,KwaZulu-Natal,1.0,0.0,1.0,2.0,0 - 29 %,,40 - 49 %,,40 - 49 %,0,1,1994,5,0
2373,2373,Id_4ftb01kv6n,2022-08-12,3,unemployed,523.0,Suburb,Mpumalanga,1.0,,,5.0,,40 - 49 %,50 - 59 %,,,1,1,1992,10,0
2374,2374,Id_9grska1tcz,2022-08-12,3,other,,Urban,Western Cape,1.0,0.0,0.0,5.0,30 - 39 %,,,60 - 69 %,30 - 39 %,0,1,1998,6,1
2375,2375,Id_qbozippw19,2023-02-13,4,wage employed,244.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,2.0,40 - 49 %,,60 - 69 %,,50 - 59 %,1,1,2000,4,0
2376,2376,Id_qyj0wgfg8r,2023-02-22,4,unemployed,67.0,Urban,Mpumalanga,,,,,,,,,,0,1,1995,12,0
2377,2377,Id_f8mqqk88h5,2023-03-14,4,self employed,,Urban,Northern Cape,1.0,0.0,0.0,1.0,,40 - 49 %,50 - 59 %,,,1,1,1999,11,0
2378,2378,Id_l2e3axnq4y,2022-03-14,2,studying,,Rural,Limpopo,1.0,0.0,0.0,1.0,40 - 49 %,,60 - 69 %,,40 - 49 %,1,1,2000,1,1
2379,2379,Id_7xyp20a179,2022-03-14,2,unemployed,798.0,Rural,Limpopo,1.0,,,,0 - 29 %,,40 - 49 %,,30 - 39 %,1,1,2000,1,0
2380,2380,Id_qwsrd8wfs2,2022-08-15,3,unemployed,248.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,50 - 59 %,50 - 59 %,,,1,1,1999,3,0
2381,2381,Id_dg53zjnqez,2023-02-10,4,unemployed,1497.0,Urban,Limpopo,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,0,1,1999,3,0
2382,2382,Id_tsa5ilmr8g,2023-02-15,4,unemployed,798.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1998,3,0
2383,2383,Id_uefawv6qnv,2022-03-08,2,unemployed,443.0,Urban,Gauteng,0.0,,,4.0,,,,,,1,1,1987,8,1
2384,2384,Id_1fpjkcr336,2022-03-17,2,unemployed,1196.0,Rural,Eastern Cape,1.0,1.0,,1.0,0 - 29 %,,70 - 79 %,,,0,1,2000,1,0
2385,2385,Id_e64bo9ltfq,2023-03-15,4,unemployed,1617.0,Urban,Gauteng,,,,,,,,,,1,1,1988,11,0
2386,2386,Id_benbgd3dev,2023-02-10,4,unemployed,128.0,Urban,Western Cape,,,,,,,,,,1,1,1987,7,0
2387,2387,Id_1x5xgf0aid,2022-03-11,2,unemployed,898.0,Rural,North West,,,,,,,,,,1,1,2000,1,0
2388,2388,Id_6k9kfqsjja,2022-03-17,2,unemployed,112.0,Rural,Limpopo,1.0,0.0,0.0,0.0,,50 - 59 %,,40 - 49 %,,0,1,2000,1,0
2389,2389,Id_clc8ydkb73,2022-03-03,2,studying,,Urban,KwaZulu-Natal,1.0,,,,70 - 79 %,,60 - 69 %,,60 - 69 %,1,1,2000,1,0
2390,2390,Id_4i76kpgnak,2022-03-18,2,studying,,Urban,Eastern Cape,1.0,,,3.0,0 - 29 %,,,40 - 49 %,,0,1,2000,1,1
2391,2391,Id_rh4zautebb,2023-02-13,4,unemployed,432.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,1.0,30 - 39 %,,60 - 69 %,,,1,1,1991,10,0
2392,2392,Id_0q1c4b3gks,2022-02-23,2,wage employed,0.0,Urban,Western Cape,1.0,1.0,0.0,2.0,0 - 29 %,,50 - 59 %,,,1,1,1996,10,0
2393,2393,Id_fufxj6x003,2022-08-15,3,studying,,Urban,KwaZulu-Natal,1.0,0.0,1.0,4.0,0 - 29 %,,60 - 69 %,,30 - 39 %,0,1,1998,7,0
2394,2394,Id_njl9yk1a1p,2022-08-11,3,wage employed,,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,,40 - 49 %,,0 - 29 %,1,1,2001,4,0
2395,2395,Id_1xo14xoi6f,2022-03-15,2,studying,,Urban,Gauteng,1.0,0.0,0.0,0.0,0 - 29 %,,,60 - 69 %,30 - 39 %,1,1,2000,1,0
2396,2396,Id_7emzoh48se,2022-02-22,2,unemployed,280.0,Urban,Gauteng,1.0,0.0,0.0,3.0,60 - 69 %,,80 - 100 %,,60 - 69 %,0,1,1997,10,0
2397,2397,Id_355mzxzmwh,2022-02-22,2,unemployed,670.0,Urban,Gauteng,1.0,,,2.0,,40 - 49 %,50 - 59 %,,,1,1,2001,1,1
2398,2398,Id_uvnyo5m29o,2022-02-23,2,wage employed,75.0,Urban,Western Cape,1.0,0.0,0.0,4.0,0 - 29 %,,70 - 79 %,,,1,1,2002,10,0
2399,2399,Id_9rbtmk8tva,2023-02-16,4,studying,,Suburb,KwaZulu-Natal,1.0,0.0,0.0,4.0,50 - 59 %,,50 - 59 %,,60 - 69 %,0,1,1997,10,0
2400,2400,Id_rlbhissgc3,2023-02-23,4,wage employed,31.0,Urban,Limpopo,,,,,,,,,,0,1,1995,10,0
2401,2401,Id_rpg2jmp3ax,2023-03-08,4,wage employed,304.0,Rural,Northern Cape,,,,,,,,,,1,1,1994,8,0
2402,2402,Id_qud2hi698t,2022-02-24,2,wage employed,1447.0,Urban,Free State,1.0,0.0,0.0,,40 - 49 %,,60 - 69 %,,30 - 39 %,1,1,1991,12,0
2403,2403,Id_ogexob5ztf,2022-02-21,2,unemployed,1497.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,4.0,,0 - 29 %,50 - 59 %,,,0,1,1998,9,0
2404,2404,Id_kry2t0a52n,2023-03-13,4,studying,,Rural,North West,1.0,0.0,0.0,2.0,,30 - 39 %,40 - 49 %,,,1,1,1995,5,0
2405,2405,Id_0tdm1t6hyj,2023-03-03,4,unemployed,64.0,Rural,KwaZulu-Natal,,,,,,,,,,0,1,2000,8,0
2406,2406,Id_0ii48tdw6j,2023-03-02,4,unemployed,64.0,Suburb,Gauteng,1.0,0.0,0.0,1.0,,50 - 59 %,70 - 79 %,,,0,1,2002,1,0
2407,2407,Id_4e8g8za7n1,2022-07-29,3,studying,,Urban,Gauteng,1.0,0.0,0.0,1.0,,60 - 69 %,50 - 59 %,,,0,1,2003,8,0
2408,2408,Id_57nnipjbfx,2023-03-14,4,unemployed,2621.0,Rural,Limpopo,1.0,0.0,0.0,2.0,50 - 59 %,,60 - 69 %,,50 - 59 %,1,1,1997,6,0
2409,2409,Id_6dzz11saon,2023-02-28,4,studying,,Rural,Northern Cape,,,,,,,,,,0,1,2003,4,0
2410,2410,Id_0yohbd59fn,2022-02-22,2,unemployed,620.0,Urban,Gauteng,1.0,,1.0,5.0,,,,60 - 69 %,,1,1,1980,9,0
2411,2411,Id_t3bjp9qtnm,2023-02-20,4,wage employed,153.0,Urban,Mpumalanga,1.0,0.0,0.0,,0 - 29 %,,60 - 69 %,,30 - 39 %,0,1,1996,8,0
2412,2412,Id_cw5cn7ptsp,2022-02-23,2,studying,,Suburb,Mpumalanga,1.0,,,4.0,,40 - 49 %,60 - 69 %,,,1,1,1999,6,0
2413,2413,Id_dabpa5c0ok,2023-02-10,4,self employed,,Rural,KwaZulu-Natal,1.0,0.0,0.0,2.0,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,2000,1,0
2414,2414,Id_5am1dwlk6l,2023-02-27,4,wage employed,30.0,Urban,Limpopo,1.0,0.0,0.0,,30 - 39 %,,50 - 59 %,,30 - 39 %,0,1,2000,7,0
2415,2415,Id_co2pnziq2m,2023-03-15,4,unemployed,125.0,Urban,Free State,1.0,0.0,0.0,3.0,,0 - 29 %,40 - 49 %,,,1,1,1994,6,0
2416,2416,Id_ney2f6u4e6,2023-02-07,4,unemployed,767.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,,50 - 59 %,,,1,1,2000,1,0
2417,2417,Id_7yhra424sw,2023-02-20,4,unemployed,1096.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1995,4,1
2418,2418,Id_oq79nm0xwg,2023-02-20,4,wage employed,273.0,Urban,Eastern Cape,1.0,0.0,0.0,,0 - 29 %,,,40 - 49 %,40 - 49 %,0,1,1993,8,0
2419,2419,Id_q5dsab84kq,2023-03-14,4,studying,,Urban,Mpumalanga,,,,,,,,,,1,1,2003,3,0
2420,2420,Id_khphsqemuy,2022-07-29,3,studying,,Urban,Gauteng,,,,,,,,,,1,1,2002,4,0
2421,2421,Id_zlzdreabak,2022-02-24,2,studying,,Rural,Limpopo,1.0,0.0,0.0,1.0,30 - 39 %,,60 - 69 %,,,1,1,2000,2,1
2422,2422,Id_ypi06pza9w,2022-02-25,2,wage employed,61.0,Urban,Gauteng,1.0,0.0,0.0,5.0,,,,,,1,1,1999,9,0
2423,2423,Id_8316fw6yuw,2023-03-16,4,wage employed,273.0,Urban,Mpumalanga,1.0,0.0,0.0,1.0,,50 - 59 %,60 - 69 %,,,1,1,1991,5,0
2424,2424,Id_az89jpfxzy,2023-02-09,4,wage employed,578.0,Rural,Mpumalanga,1.0,0.0,0.0,,,60 - 69 %,40 - 49 %,,,0,1,1995,5,0
