,Person_id,Survey_date,Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth,Target
1866,Id_zjgm41o9z7,2022-09-03,3,other,,Urban,Gauteng,1.0,,,4.0,,,,,,1,1,1993,12,1
1867,Id_quqnuaib89,2023-02-13,4,wage employed,275.0,Urban,Eastern Cape,,,,,,,,,,1,1,2000,1,0
1868,Id_n14e609pkj,2023-03-20,4,unemployed,1556.0,Urban,Mpumalanga,0.0,0.0,0.0,3.0,,,,,,1,1,1993,10,0
1869,Id_sqa7lr1899,2022-08-01,3,unemployed,36.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,,0 - 29 %,80 - 100 %,,,0,1,1988,5,0
1870,Id_b8lnc2demq,2023-03-15,4,wage employed,365.0,Rural,Limpopo,,,,,,,,,,1,1,1998,1,0
1871,Id_elsu7lyg4g,2023-03-20,4,unemployed,731.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,2001,4,0
1872,Id_arilyv9j2t,2023-02-13,4,wage employed,153.0,Urban,Northern Cape,,,,,,,,,,0,1,1993,12,0
1873,Id_70bnegbexq,2022-03-11,2,wage employed,294.0,Urban,Gauteng,1.0,,,3.0,,,,,,0,1,1988,4,0
1874,Id_e0zcm36clh,2022-03-14,2,unemployed,613.0,Rural,Mpumalanga,1.0,,,2.0,,0 - 29 %,40 - 49 %,,,1,1,2000,1,0
1875,Id_citogbd2y7,2022-03-01,2,unemployed,1160.0,Urban,Gauteng,,,,,,,,,,0,1,1997,1,0
1876,Id_tvkfj0dte9,2022-02-24,2,wage employed,354.0,Urban,KwaZulu-Natal,0.0,0.0,0.0,,,,,,,1,1,1997,7,0
1877,Id_4d9fg6422l,2021-08-23,1,wage employed,0.0,Urban,Western Cape,1.0,,,4.0,,,,,,0,1,2001,9,0
1878,Id_rfyebjc64a,2022-08-02,3,studying,,Urban,Western Cape,1.0,0.0,0.0,4.0,,40 - 49 %,,40 - 49 %,,1,1,2003,7,0
1879,Id_lh32x341xw,2022-03-11,2,unemployed,351.0,Urban,Eastern Cape,1.0,,,3.0,30 - 39 %,,60 - 69 %,,,1,1,2000,1,1
1880,Id_q1fd1ugilm,2023-03-14,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1998,9,1
1881,Id_qnkahp1kkv,2023-03-07,4,wage employed,92.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,,1,1,2003,7,0
1882,Id_79ko0z6ckv,2022-08-01,3,unemployed,523.0,Suburb,Mpumalanga,,,,,,,,,,0,1,2001,8,0
1883,Id_7dd638abcm,2022-08-12,3,self employed,,Urban,North West,1.0,,,3.0,,,40 - 49 %,,,0,1,1988,1,0
1884,Id_w7s0yopie3,2022-07-28,3,studying,,Urban,Gauteng,,,,,,,,,,0,1,2000,2,0
1885,Id_bazm49bzxh,2022-08-02,3,unemployed,1344.0,Rural,North West,1.0,0.0,0.0,1.0,,50 - 59 %,60 - 69 %,,,1,1,2000,1,0
1886,Id_j0yxft00w3,2022-02-24,2,studying,,Urban,Northern Cape,1.0,,,2.0,,50 - 59 %,50 - 59 %,,,1,1,2002,6,0
1887,Id_np6fgokvmg,2023-03-22,4,unemployed,120.0,Rural,Mpumalanga,1.0,0.0,0.0,1.0,,60 - 69 %,70 - 79 %,,,1,1,1994,2,0
1888,Id_m0xhtog7cw,2022-03-11,2,unemployed,670.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,30 - 39 %,,60 - 69 %,,30 - 39 %,1,1,2000,1,1
1889,Id_11aymzf9ou,2022-03-09,2,unemployed,1186.0,Urban,Gauteng,0.0,,,4.0,,,,,,1,1,1999,10,0
1890,Id_k16n8lg4c9,2023-03-06,4,studying,,Urban,Gauteng,0.0,0.0,0.0,4.0,,,,,,1,1,2002,7,0
1891,Id_ator3lraqt,2021-08-17,1,wage employed,0.0,Urban,Eastern Cape,,,,,,,,,,0,1,1996,8,0
1892,Id_ch9pnzl68c,2023-02-08,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,1.0,2.0,50 - 59 %,,70 - 79 %,,50 - 59 %,1,1,2000,1,1
1893,Id_rdwn7rse9g,2022-02-25,2,unemployed,795.0,Urban,Gauteng,1.0,0.0,0.0,4.0,,40 - 49 %,40 - 49 %,,,1,1,2000,9,1
1894,Id_29ice01iru,2023-02-17,4,self employed,,Rural,KwaZulu-Natal,1.0,,,2.0,,30 - 39 %,40 - 49 %,,,0,1,2000,1,0
1895,Id_q6xjkuvpkw,2021-08-13,1,wage employed,0.0,Urban,Gauteng,0.0,,,2.0,,,,,,0,1,1990,6,0
1896,Id_fn62xls3nq,2023-03-15,4,wage employed,365.0,Urban,Gauteng,,,,,,,,,,1,1,1992,12,0
1897,Id_emhrcaitsn,2023-03-14,4,wage employed,61.0,Urban,Western Cape,1.0,0.0,0.0,,,30 - 39 %,50 - 59 %,,,1,1,1991,8,1
1898,Id_g8w0tl3bgt,2023-02-13,4,wage employed,516.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,4.0,0 - 29 %,,50 - 59 %,,,1,1,1995,9,0
1899,Id_84qgj7ge98,2023-03-02,4,unemployed,278.0,Urban,Gauteng,,,,,,,,,,0,1,1988,5,0
1900,Id_38o2w36piy,2023-02-17,4,unemployed,220.0,Rural,North West,1.0,,,4.0,,30 - 39 %,40 - 49 %,,,1,1,2000,1,0
1901,Id_12mwf8ekrq,2022-08-08,3,studying,,Urban,Gauteng,1.0,1.0,0.0,3.0,,60 - 69 %,60 - 69 %,,,0,1,1997,3,0
1902,Id_tcfp6l5gor,2022-03-14,2,studying,,Urban,KwaZulu-Natal,1.0,1.0,0.0,3.0,30 - 39 %,,60 - 69 %,,,1,1,2000,1,0
1903,Id_v5zsszbvy7,2023-03-06,4,unemployed,917.0,Suburb,Eastern Cape,1.0,0.0,0.0,,,0 - 29 %,50 - 59 %,,,1,1,1992,10,0
1904,Id_csvvw7w6ll,2021-08-13,1,wage employed,0.0,Urban,Gauteng,1.0,,,3.0,,,,,,0,1,1998,4,0
1905,Id_oti804tzuk,2022-08-08,3,unemployed,66.0,Urban,Eastern Cape,1.0,0.0,0.0,,,30 - 39 %,40 - 49 %,,,1,1,1996,5,0
1906,Id_o07m04d95r,2022-03-04,2,wage employed,92.0,Urban,Gauteng,1.0,,,5.0,,50 - 59 %,,40 - 49 %,,1,1,2000,1,0
1907,Id_z1h7sx03ur,2022-08-05,3,unemployed,1313.0,Suburb,Gauteng,1.0,,,4.0,0 - 29 %,,50 - 59 %,,30 - 39 %,1,1,1996,7,0
1908,Id_fgzgg6oeel,2022-03-07,2,unemployed,1166.0,Urban,Limpopo,1.0,,,2.0,0 - 29 %,,50 - 59 %,,30 - 39 %,1,1,2000,1,0
1909,Id_bbx1n0chsl,2023-02-08,4,wage employed,273.0,Urban,Gauteng,1.0,0.0,0.0,5.0,,40 - 49 %,,40 - 49 %,,1,1,1995,7,0
1910,Id_xuwvtw3ddv,2023-02-07,4,wage employed,273.0,Suburb,KwaZulu-Natal,1.0,,,3.0,,50 - 59 %,70 - 79 %,,,1,1,2000,1,0
1911,Id_dxqg5h04ts,2022-08-03,3,other,,Urban,Western Cape,,,,,,,,,,0,1,1996,12,1
1912,Id_5gfbl429oq,2023-02-07,4,unemployed,761.0,Rural,Limpopo,1.0,0.0,0.0,1.0,30 - 39 %,,60 - 69 %,,50 - 59 %,0,1,2003,3,1
1913,Id_3w97njim20,2023-03-07,4,wage employed,914.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,40 - 49 %,60 - 69 %,,,1,1,1991,9,0
1914,Id_n9krlt9oe9,2022-08-02,3,unemployed,614.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1988,12,0
1915,Id_u5tz1me4un,2023-03-15,4,unemployed,730.0,Urban,Gauteng,,,,,,,,,,1,1,2001,12,0
1916,Id_y668b2idoh,2022-03-17,2,unemployed,660.0,Urban,Free State,0.0,,,1.0,,,,,,0,1,2000,1,0
1917,Id_2vxnhqzoxr,2022-08-05,3,other,,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,,50 - 59 %,,30 - 39 %,0,1,1989,10,1
1918,Id_8ht1dfzizn,2022-03-11,2,studying,,Urban,KwaZulu-Natal,1.0,,,1.0,30 - 39 %,,70 - 79 %,,,1,1,2000,1,0
1919,Id_pw0s8f8ehx,2022-03-09,2,unemployed,91.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,,,30 - 39 %,50 - 59 %,,,1,1,1997,12,0
1920,Id_n3p4umjcxp,2023-02-15,4,self employed,,Suburb,Gauteng,1.0,0.0,0.0,2.0,60 - 69 %,,70 - 79 %,,50 - 59 %,1,1,2003,3,0
1921,Id_yjizf3d8fi,2023-02-08,4,unemployed,334.0,Urban,Gauteng,,,,,,,,,,1,1,2002,10,0
1922,Id_gah6v13vk7,2023-03-22,4,unemployed,370.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,,30 - 39 %,40 - 49 %,,,1,1,1994,3,0
1923,Id_t47ew0otjt,2023-03-06,4,wage employed,120.0,Urban,Western Cape,,,,,,,,,,1,1,2004,5,0
1924,Id_o6a3bu51u6,2022-08-05,3,unemployed,644.0,Urban,KwaZulu-Natal,1.0,0.0,1.0,,0 - 29 %,,40 - 49 %,,,1,1,1989,10,0
1925,Id_j4qsd2wzk2,2023-03-01,4,wage employed,1581.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,30 - 39 %,,,40 - 49 %,30 - 39 %,0,1,1990,10,1
1926,Id_i1c580ilsp,2022-03-16,2,wage employed,166.0,Urban,Gauteng,1.0,,,,,30 - 39 %,50 - 59 %,,,1,1,2000,1,0
1927,Id_7vkafg48bq,2023-02-02,4,employment programme,1249.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,0 - 29 %,,50 - 59 %,,,1,1,2000,1,0
1928,Id_dndfza6fq6,2022-02-25,2,unemployed,1156.0,Suburb,KwaZulu-Natal,1.0,,,,,30 - 39 %,50 - 59 %,,,1,1,1998,9,0
1929,Id_d6grgd6w00,2023-03-01,4,unemployed,429.0,Urban,North West,1.0,1.0,0.0,2.0,30 - 39 %,,60 - 69 %,,40 - 49 %,1,1,2000,1,0
1930,Id_rvg2m8i8nh,2023-03-13,4,unemployed,1040.0,Urban,Gauteng,,,,,,,,,,1,1,1988,4,0
1931,Id_v2r9hm6sex,2023-03-13,4,wage employed,30.0,Urban,Limpopo,0.0,0.0,0.0,,,,,,,1,1,1993,6,0
1932,Id_jr1t13mmrw,2023-02-16,4,studying,,Urban,Eastern Cape,1.0,0.0,0.0,4.0,,60 - 69 %,60 - 69 %,,,1,1,2001,8,1
1933,Id_rby5r3i4p0,2022-03-15,2,unemployed,251.0,Urban,Limpopo,1.0,1.0,0.0,1.0,,50 - 59 %,60 - 69 %,,,1,1,2000,1,1
1934,Id_crs0nqvpdy,2023-02-15,4,unemployed,432.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2002,12,0
1935,Id_pxwgqwjhwp,2022-03-02,2,studying,,Urban,Gauteng,1.0,0.0,1.0,4.0,,0 - 29 %,,60 - 69 %,,1,1,2000,1,0
1936,Id_30o5100rth,2023-03-03,4,wage employed,516.0,Rural,KwaZulu-Natal,,,,,,,,,,0,1,1995,5,0
1937,Id_7lzig468eu,2022-03-17,2,studying,,Rural,Limpopo,0.0,,,1.0,,,,,,0,1,2000,1,1
1938,Id_5nexdknl2c,2022-02-23,2,wage employed,117.0,Urban,KwaZulu-Natal,0.0,,,4.0,,,,,,1,1,1994,1,0
1939,Id_97w5ujg8af,2022-02-28,2,wage employed,67.0,Urban,Gauteng,1.0,,1.0,,,60 - 69 %,70 - 79 %,,70 - 79 %,0,1,1984,6,1
1940,Id_5bxt0fwcx7,2021-08-20,1,wage employed,0.0,Urban,KwaZulu-Natal,1.0,,,3.0,30 - 39 %,,50 - 59 %,,0 - 29 %,0,1,1992,1,1
1941,Id_vcp5qetg6z,2022-02-24,2,employment programme,61.0,Urban,Free State,1.0,,,3.0,,,,,,1,1,1996,2,0
1942,Id_uf65yo1kog,2022-07-28,3,other,,Urban,Gauteng,1.0,0.0,0.0,,,50 - 59 %,50 - 59 %,,,0,1,2001,11,1
1943,Id_8ckgv0yssp,2023-03-14,4,wage employed,1430.0,Suburb,KwaZulu-Natal,,,,,,,,,,1,1,1990,1,0
1944,Id_up54h3v4l1,2021-08-23,1,unemployed,1200.0,Rural,Eastern Cape,0.0,,1.0,2.0,,,,,,1,1,1988,8,1
1945,Id_yk3ewoqdjy,2023-02-02,4,studying,,Urban,Gauteng,,,,,,,,,,0,1,1999,2,0
1946,Id_dm29sny7r9,2023-02-22,4,studying,,Suburb,Limpopo,,,,,,,,,,0,1,1996,7,0
1947,Id_u31ydjxwnh,2023-02-09,4,studying,,Rural,KwaZulu-Natal,,,,,,,,,,0,1,2001,6,0
1948,Id_szqc3aph5n,2022-02-28,2,unemployed,731.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,40 - 49 %,50 - 59 %,,,0,1,1990,11,1
1949,Id_3uekm9n6rc,2022-03-09,2,unemployed,2807.0,Rural,Limpopo,1.0,,,,,30 - 39 %,50 - 59 %,,,1,1,1989,1,0
1950,Id_n8fenn04y0,2023-03-01,4,studying,,Rural,North West,1.0,0.0,0.0,3.0,,30 - 39 %,60 - 69 %,,,1,1,2000,1,0
1951,Id_immbtm8siv,2023-03-14,4,studying,,Rural,North West,,,,,,,,,,1,1,1988,9,0
1952,Id_wa9o8e4f1t,2023-03-15,4,unemployed,1160.0,Urban,Eastern Cape,1.0,0.0,0.0,,0 - 29 %,,50 - 59 %,,30 - 39 %,1,1,1999,7,0
1953,Id_mht0lv28d0,2022-08-05,3,other,,Rural,Northern Cape,1.0,1.0,,2.0,60 - 69 %,,50 - 59 %,,60 - 69 %,0,1,1986,8,1
1954,Id_pxq9en617f,2022-02-21,2,unemployed,87.0,Urban,KwaZulu-Natal,1.0,,,2.0,,0 - 29 %,60 - 69 %,,,1,1,1999,9,0
1955,Id_p1essw585o,2022-08-01,3,unemployed,797.0,Rural,Limpopo,1.0,0.0,0.0,2.0,,60 - 69 %,,40 - 49 %,,1,1,1997,10,0
1956,Id_lu3jq9kgkq,2023-02-16,4,unemployed,2715.0,Urban,Limpopo,1.0,,,1.0,,,,,,0,1,1988,6,0
1957,Id_7pbmzk14ky,2023-02-13,4,unemployed,1132.0,Rural,Limpopo,1.0,,,,,30 - 39 %,40 - 49 %,,,1,1,2000,1,0
1958,Id_0xk7g2jjav,2022-02-25,2,unemployed,83.0,Suburb,Gauteng,1.0,0.0,0.0,3.0,,50 - 59 %,60 - 69 %,,,1,1,2003,6,0
1959,Id_hw5ljc3cx8,2022-02-23,2,studying,,Urban,Eastern Cape,1.0,0.0,0.0,3.0,30 - 39 %,,50 - 59 %,,,1,1,2001,8,1
1960,Id_220yj37bay,2023-02-02,4,unemployed,36.0,Urban,Mpumalanga,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,0 - 29 %,1,1,1999,4,0
1961,Id_5ngwoa2xna,2023-02-10,4,studying,,Urban,Western Cape,,,,,,,,,,0,1,2003,5,1
1962,Id_d35argcdl4,2021-08-12,1,studying,,Rural,Limpopo,1.0,0.0,0.0,3.0,,50 - 59 %,50 - 59 %,,,0,1,1995,11,0
1963,Id_pfv74bzuoi,2022-03-11,2,studying,,Urban,Western Cape,0.0,1.0,0.0,,,,,,,1,1,2000,1,1
1964,Id_pxg4q0u7fq,2023-02-16,4,wage employed,669.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,,40 - 49 %,,30 - 39 %,1,1,1994,1,0
1965,Id_antlceis2a,2023-02-16,4,unemployed,36.0,Suburb,Eastern Cape,1.0,0.0,0.0,3.0,,40 - 49 %,80 - 100 %,,,0,1,2003,10,0
1966,Id_5t9gqsh382,2022-03-04,2,unemployed,965.0,Urban,KwaZulu-Natal,1.0,,,3.0,0 - 29 %,,50 - 59 %,,30 - 39 %,1,1,2000,1,1
1967,Id_jhegx283xj,2022-08-08,3,other,,Urban,Gauteng,1.0,0.0,0.0,4.0,,,40 - 49 %,,,1,1,1989,2,1
1968,Id_85lvy05uto,2023-03-13,4,studying,,Suburb,Limpopo,1.0,1.0,0.0,2.0,,,60 - 69 %,,,1,1,1988,8,0
1969,Id_pw0crzpmkx,2022-02-24,2,unemployed,1155.0,Urban,Western Cape,1.0,0.0,0.0,5.0,,40 - 49 %,,40 - 49 %,,1,1,2000,6,0
1970,Id_2b6egpjsd4,2023-02-23,4,studying,,Urban,Gauteng,1.0,0.0,0.0,,,40 - 49 %,40 - 49 %,,,0,1,2001,8,0
1971,Id_q3vqzs64he,2023-03-14,4,unemployed,735.0,Urban,Free State,1.0,0.0,0.0,2.0,,30 - 39 %,40 - 49 %,,,1,1,1998,9,0
1972,Id_tpr2d4qkny,2023-03-06,4,studying,,Urban,Free State,1.0,,,1.0,0 - 29 %,,40 - 49 %,,30 - 39 %,1,1,2000,1,0
1973,Id_3y837qhdr6,2023-02-15,4,studying,,Urban,Gauteng,1.0,0.0,0.0,4.0,40 - 49 %,,50 - 59 %,,30 - 39 %,1,1,2000,1,1
1974,Id_5f6tvp38x5,2023-03-23,4,studying,,Suburb,Gauteng,,,,,,,,,,1,1,2003,6,0
1975,Id_q67ofjh1t9,2023-03-07,4,studying,,Rural,Limpopo,1.0,0.0,0.0,1.0,,30 - 39 %,40 - 49 %,,,1,1,2002,2,0
1976,Id_rwfw3h8g70,2023-02-13,4,unemployed,702.0,Urban,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,2000,1,0
1977,Id_7jxfv14ifx,2022-03-07,2,wage employed,92.0,Urban,Limpopo,1.0,,,3.0,40 - 49 %,,70 - 79 %,,40 - 49 %,1,1,2000,1,0
1978,Id_izn061ivo9,2022-08-04,3,unemployed,614.0,Suburb,KwaZulu-Natal,1.0,,,3.0,,40 - 49 %,60 - 69 %,,,1,1,1993,9,0
1979,Id_a62f6ejxsk,2022-08-04,3,other,,Urban,Gauteng,,,,,,,,,,0,1,1995,9,1
1980,Id_ftva5y8txd,2023-02-13,4,unemployed,730.0,Urban,Northern Cape,1.0,0.0,0.0,,30 - 39 %,,60 - 69 %,,0 - 29 %,0,1,2002,1,1
1981,Id_avxfopppbf,2023-03-13,4,unemployed,95.0,Rural,Limpopo,1.0,0.0,0.0,1.0,,30 - 39 %,40 - 49 %,,,1,1,2002,7,0
1982,Id_cwsmilhdm9,2021-08-19,1,studying,,Urban,Gauteng,1.0,0.0,0.0,3.0,,50 - 59 %,50 - 59 %,,,1,1,1999,9,0
1983,Id_r03jh0zglh,2022-03-17,2,unemployed,1191.0,Urban,North West,1.0,0.0,0.0,3.0,,,70 - 79 %,,40 - 49 %,0,1,2000,1,0
1984,Id_map2uq1jl2,2023-02-28,4,unemployed,36.0,Rural,Eastern Cape,1.0,0.0,0.0,2.0,,40 - 49 %,40 - 49 %,,,0,1,2001,8,0
1985,Id_3rrat5o29w,2022-03-11,2,studying,,Urban,Northern Cape,0.0,0.0,0.0,2.0,,,,,,1,1,2000,1,1
1986,Id_mi0oateu36,2022-03-16,2,studying,,Urban,Eastern Cape,1.0,0.0,1.0,3.0,40 - 49 %,,70 - 79 %,,50 - 59 %,1,1,2000,1,0
1987,Id_uyc8mq2gid,2023-02-14,4,unemployed,214.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,,60 - 69 %,,30 - 39 %,0,1,2002,7,1
1988,Id_6xkq5a1o7j,2022-08-04,3,studying,,Urban,Gauteng,1.0,0.0,0.0,5.0,,30 - 39 %,,40 - 49 %,,1,1,2003,4,0
1989,Id_eb9g8qry3j,2023-03-02,4,unemployed,820.0,Urban,Northern Cape,1.0,0.0,0.0,,,30 - 39 %,50 - 59 %,,,0,1,1997,3,1
1990,Id_pmuqs7l00r,2022-07-28,3,unemployed,186.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,40 - 49 %,60 - 69 %,,,1,1,2000,2,0
1991,Id_14ns8a6pyu,2022-08-12,3,studying,,Urban,North West,1.0,0.0,0.0,4.0,,40 - 49 %,70 - 79 %,,,1,1,2003,2,0
1992,Id_ntbap88yh8,2023-02-06,4,wage employed,365.0,Urban,Gauteng,1.0,,,2.0,40 - 49 %,,60 - 69 %,,40 - 49 %,1,1,2002,2,0
1993,Id_sheg62ft8k,2022-03-10,2,unemployed,1160.0,Urban,Gauteng,0.0,,,4.0,,,,,,0,1,2000,3,0
1994,Id_bm2vh08eqq,2022-08-05,3,other,,Urban,Gauteng,1.0,0.0,0.0,5.0,,40 - 49 %,50 - 59 %,,,0,1,1997,12,1
1995,Id_70j9yz8t5s,2022-08-11,3,other,,Urban,Free State,1.0,0.0,0.0,2.0,0 - 29 %,,50 - 59 %,,30 - 39 %,1,1,2000,1,1
1996,Id_svhv4cgnsd,2022-02-25,2,wage employed,0.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,,0 - 29 %,40 - 49 %,,,1,1,1998,3,0
1997,Id_171wkd76h9,2022-07-28,3,studying,,Urban,Gauteng,,,,,,,,,,0,1,2002,8,0
1998,Id_cafnhlum9y,2023-02-14,4,unemployed,36.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,30 - 39 %,60 - 69 %,,,1,1,2001,9,0
1999,Id_e5uzilp8gy,2021-08-16,1,studying,,Urban,KwaZulu-Natal,1.0,,1.0,2.0,,40 - 49 %,40 - 49 %,,,0,1,1997,9,1
2000,Id_g1bx885s85,2022-08-10,3,studying,,Urban,Western Cape,0.0,0.0,0.0,3.0,,,,,,1,1,1993,1,0
2001,Id_xs3o17it62,2022-08-03,3,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,2003,5,0
2002,Id_9z6p98vpuc,2023-03-08,4,other,,Urban,Gauteng,0.0,0.0,0.0,,,,,,,1,1,1996,10,0
2003,Id_2173hjl28f,2023-03-07,4,unemployed,1525.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,50 - 59 %,50 - 59 %,,,1,1,1999,9,0
2004,Id_aq8quimz7j,2022-08-10,3,unemployed,583.0,Urban,Northern Cape,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,1,1,1999,8,0
2005,Id_459x55f4z4,2022-02-28,2,studying,,Urban,Gauteng,,,,,,,,,,0,1,1999,1,0
2006,Id_fbwglgt7kp,2022-07-28,3,other,,Urban,Gauteng,1.0,0.0,1.0,4.0,,70 - 79 %,50 - 59 %,,,0,1,1998,6,1
2007,Id_beztnq0m2n,2023-02-27,4,studying,,Urban,Gauteng,1.0,0.0,0.0,,,50 - 59 %,40 - 49 %,,,0,1,1999,7,0
2008,Id_lz939ux9lh,2022-03-03,2,unemployed,1131.0,Urban,Gauteng,1.0,,,1.0,,30 - 39 %,50 - 59 %,,,1,1,2000,1,0
2009,Id_v6tc49qx9h,2021-08-17,1,studying,,Urban,Eastern Cape,1.0,0.0,0.0,4.0,,50 - 59 %,,50 - 59 %,,1,1,2001,9,0
2010,Id_qw3feldj6k,2023-03-24,4,unemployed,761.0,Urban,Mpumalanga,,,,,,,,,,1,1,2001,6,0
2011,Id_bfjy3ebyf3,2023-03-03,4,studying,,Urban,Northern Cape,1.0,0.0,0.0,1.0,,0 - 29 %,50 - 59 %,,,1,1,2001,2,0
2012,Id_5kgfpc0guh,2023-03-13,4,unemployed,64.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,2.0,50 - 59 %,,40 - 49 %,,,1,1,2003,8,0
2013,Id_quo6a2anvh,2022-08-05,3,self employed,36.0,Urban,Limpopo,0.0,0.0,0.0,3.0,,,,,,0,1,1998,11,1
2014,Id_o865ehofn4,2023-03-20,4,studying,,Urban,Gauteng,0.0,0.0,0.0,2.0,,,,,,1,1,1998,3,0
2015,Id_g3lkt5xgyz,2023-02-10,4,unemployed,281.0,Urban,Western Cape,1.0,0.0,1.0,,,60 - 69 %,60 - 69 %,,,0,1,1992,8,0
2016,Id_zbfli4gl28,2023-02-28,4,wage employed,31.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,3.0,,40 - 49 %,50 - 59 %,,,0,1,2000,5,0
2017,Id_rps525di9a,2023-02-06,4,unemployed,67.0,Urban,Gauteng,,,,,,,,,,0,1,1994,7,0
2018,Id_q8co778v2m,2021-08-17,1,self employed,169.0,Urban,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,,50 - 59 %,,,1,1,2002,5,1
2019,Id_qugpy5jo7f,2022-08-08,3,unemployed,552.0,Suburb,Eastern Cape,,,,,,,,,,1,1,2001,1,0
2020,Id_056atqcnvj,2023-02-02,4,wage employed,122.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,2000,1,0
2021,Id_bh68dx29iw,2022-02-28,2,wage employed,46.0,Urban,Gauteng,,,,,,,,,,0,1,1993,1,1
2022,Id_2qj9fbs2fz,2022-03-07,2,unemployed,382.0,Urban,Gauteng,1.0,,,3.0,,50 - 59 %,40 - 49 %,,,0,1,2000,1,1
2023,Id_juynjq4mvt,2023-02-10,4,self employed,,Rural,Eastern Cape,,,,,,,,,,1,1,1994,2,1
2024,Id_s608pe8fk9,2023-02-09,4,unemployed,245.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,,70 - 79 %,,,0,1,2000,1,1
2025,Id_b6atfvpsb7,2022-08-08,3,unemployed,797.0,Urban,Gauteng,,,,,,,,,,1,1,1988,5,0
2026,Id_p58lubhsbb,2022-08-10,3,other,,Rural,Eastern Cape,1.0,0.0,0.0,3.0,30 - 39 %,,60 - 69 %,,30 - 39 %,0,1,1995,10,1
2027,Id_tya6w40qbj,2023-02-17,4,unemployed,1862.0,Suburb,KwaZulu-Natal,0.0,0.0,0.0,3.0,,,,,,0,1,1989,8,0
2028,Id_9javypgk40,2023-03-17,4,unemployed,125.0,Urban,Gauteng,1.0,0.0,0.0,5.0,30 - 39 %,,,40 - 49 %,0 - 29 %,1,1,1998,3,0
2029,Id_tcvfq6wpii,2022-08-05,3,wage employed,370.0,Rural,North West,1.0,,,2.0,,30 - 39 %,50 - 59 %,,,0,1,1999,1,1
2030,Id_jj1oj0j10m,2022-07-29,3,other,,Urban,Gauteng,1.0,1.0,0.0,,30 - 39 %,,60 - 69 %,,50 - 59 %,1,1,1999,3,1
2031,Id_akcakz3eit,2022-02-22,2,studying,,Rural,KwaZulu-Natal,1.0,0.0,0.0,4.0,,40 - 49 %,,50 - 59 %,,1,1,2001,7,0
2032,Id_b16pn7sl2v,2022-08-01,3,unemployed,1313.0,Urban,Limpopo,,,,,,,,,,1,1,1999,1,0
2033,Id_44hk7six95,2023-02-15,4,unemployed,67.0,Suburb,KwaZulu-Natal,,,,,,,,,,0,1,1992,4,0
2034,Id_luh72hbd0x,2022-08-12,3,unemployed,217.0,Urban,Western Cape,1.0,,,3.0,,30 - 39 %,50 - 59 %,,,1,1,2002,8,0
2035,Id_dqwwq2izwx,2022-07-28,3,unemployed,96.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,40 - 49 %,40 - 49 %,,,0,1,1996,11,0
2036,Id_lrkxygt8rb,2023-02-14,4,wage employed,518.0,Urban,Gauteng,0.0,,,,,,,,,0,1,2000,1,0
2037,Id_zeczh3phe8,2023-02-08,4,unemployed,67.0,Suburb,Gauteng,1.0,0.0,1.0,3.0,40 - 49 %,,70 - 79 %,,40 - 49 %,1,1,1999,6,0
