,Unnamed: 0,Person_id,Survey_date,Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth
1017,1017,Id_akn4wszxzd,2021-08-23,1,wage employed,0.0,Urban,Eastern Cape,,,,,,,,,,1,1,1994,10
1018,1018,Id_9crrww2qdk,2023-03-22,4,studying,,Rural,Mpumalanga,1.0,0.0,0.0,3.0,30 - 39 %,,60 - 69 %,,30 - 39 %,1,1,2001,5
1019,1019,Id_67ts0qbgi0,2022-03-03,2,studying,,Urban,KwaZulu-Natal,1.0,1.0,,,0 - 29 %,,50 - 59 %,,0 - 29 %,1,1,2000,1
1020,1020,Id_e7eoxhj2i6,2023-02-14,4,unemployed,342.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2001,9
1021,1021,Id_hs81rfrq1n,2022-03-08,2,unemployed,2256.0,Urban,Gauteng,0.0,,,,,,,,,1,1,1992,4
1022,1022,Id_usdpbgwq6n,2023-03-20,4,unemployed,334.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1991,10
1023,1023,Id_gegsapzh2h,2023-02-14,4,studying,,Urban,Mpumalanga,1.0,0.0,0.0,5.0,40 - 49 %,,50 - 59 %,,50 - 59 %,0,1,2000,1
1024,1024,Id_3gzmgvulyu,2022-08-04,3,unemployed,36.0,Urban,Gauteng,,,,,,,,,,0,1,1989,6
1025,1025,Id_rl9z8psy0t,2021-08-19,1,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,,60 - 69 %,50 - 59 %,,,1,1,1994,1
1026,1026,Id_dnefobcffn,2022-08-10,3,unemployed,2440.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,,50 - 59 %,,30 - 39 %,0,1,1992,6
1027,1027,Id_hnu2xw0s6s,2023-02-08,4,unemployed,401.0,Rural,Limpopo,,,,,,,,,,0,1,1996,10
1028,1028,Id_suue0uw4qn,2023-03-08,4,unemployed,95.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1997,6
1029,1029,Id_s0mj2lyn1l,2021-08-17,1,wage employed,0.0,Urban,Gauteng,0.0,,,4.0,,,,,,0,1,1996,11
1030,1030,Id_7y6wy18cee,2023-03-14,4,wage employed,90.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,2.0,0 - 29 %,,40 - 49 %,,30 - 39 %,1,1,1996,2
1031,1031,Id_ferjyn7mge,2023-02-07,4,studying,,Suburb,Limpopo,1.0,0.0,0.0,3.0,30 - 39 %,,50 - 59 %,,40 - 49 %,1,1,1999,3
1032,1032,Id_8bkla4u9iz,2022-03-01,2,unemployed,816.0,Urban,Eastern Cape,,,,,,,,,,0,1,1997,6
1033,1033,Id_k5flsgpru1,2023-02-08,4,unemployed,1377.0,Rural,Limpopo,,,,,,,,,,0,1,1990,10
1034,1034,Id_7gk6z27f32,2022-07-28,3,other,,Urban,Mpumalanga,1.0,0.0,0.0,1.0,,50 - 59 %,40 - 49 %,,,0,1,1991,6
1035,1035,Id_gy18i9cipz,2021-08-19,1,studying,,Urban,Eastern Cape,1.0,,,5.0,70 - 79 %,,,60 - 69 %,50 - 59 %,0,1,1998,11
1036,1036,Id_l4ubh2qra3,2023-02-10,4,self employed,,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,0 - 29 %,,50 - 59 %,,,1,1,2000,1
1037,1037,Id_7esl23e409,2022-08-15,3,unemployed,2805.0,Urban,Gauteng,0.0,0.0,0.0,2.0,,,,,,1,1,1993,10
1038,1038,Id_4hzte42dvs,2022-03-03,2,unemployed,424.0,Urban,Eastern Cape,1.0,,,0.0,30 - 39 %,,50 - 59 %,,30 - 39 %,1,1,2000,1
1039,1039,Id_f9psbflsco,2023-02-10,4,unemployed,1407.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,,60 - 69 %,60 - 69 %,,,0,1,1992,8
1040,1040,Id_m9qfkbw0ef,2022-08-11,3,self employed,,Urban,Limpopo,1.0,,1.0,3.0,,,,,,0,1,1996,2
1041,1041,Id_kagb3nqrcb,2023-03-14,4,unemployed,460.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,,30 - 39 %,50 - 59 %,,,1,1,1994,3
1042,1042,Id_ftcvpsvgmj,2022-08-10,3,wage employed,1070.0,Urban,KwaZulu-Natal,1.0,,,3.0,,,,,,0,1,1990,12
1043,1043,Id_phyhn7i4k6,2022-02-24,2,studying,,Urban,Gauteng,0.0,0.0,0.0,4.0,,,,,,1,1,2003,12
1044,1044,Id_7kpq9lmwgr,2022-03-02,2,unemployed,64.0,Urban,North West,,,,,,,,,,1,1,2000,1
1045,1045,Id_azp7vpcr7n,2023-02-10,4,studying,,Urban,Eastern Cape,1.0,0.0,0.0,1.0,30 - 39 %,,40 - 49 %,,30 - 39 %,1,1,2000,1
1046,1046,Id_zjrrpm641f,2022-07-28,3,unemployed,552.0,Urban,Gauteng,,,,,,,,,,0,1,1994,12
1047,1047,Id_8e958tixe3,2023-03-15,4,studying,,Urban,Free State,,,,,,,,,,1,1,1996,2
1048,1048,Id_5t1o3tgbns,2021-08-19,1,studying,,Urban,Gauteng,1.0,0.0,1.0,3.0,0 - 29 %,,70 - 79 %,,,1,1,2001,5
1049,1049,Id_7zhdpmcgsd,2022-02-25,2,wage employed,212.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,70 - 79 %,50 - 59 %,,,1,1,1985,11
1050,1050,Id_z8iivnnv2f,2022-02-25,2,wage employed,1771.0,Urban,Gauteng,,,,,,,,,,1,1,1993,4
1051,1051,Id_kmvu7fejg8,2023-03-09,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,30 - 39 %,,,60 - 69 %,,1,1,2000,9
1052,1052,Id_jhfec7xx1s,2022-08-04,3,unemployed,523.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,,60 - 69 %,60 - 69 %,,,1,1,2000,6
1053,1053,Id_ph61x0hhof,2023-02-13,4,wage employed,275.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,3.0,40 - 49 %,,70 - 79 %,,40 - 49 %,1,1,2001,1
1054,1054,Id_e3qm8616gy,2023-02-17,4,unemployed,250.0,Urban,Limpopo,0.0,0.0,0.0,3.0,,,,,,1,1,1995,9
1055,1055,Id_odo2r6knbb,2022-02-22,2,unemployed,118.0,Urban,Gauteng,0.0,,,2.0,,,,,,1,1,1994,12
1056,1056,Id_lzyejcgbdu,2023-02-20,4,wage employed,92.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,4.0,70 - 79 %,,70 - 79 %,,60 - 69 %,0,1,1997,12
1057,1057,Id_g6rfqo2mnp,2022-02-25,2,wage employed,71.0,Urban,Gauteng,1.0,0.0,0.0,,,60 - 69 %,50 - 59 %,,,1,1,2000,8
1058,1058,Id_htpbw46ydm,2022-08-12,3,wage employed,,Suburb,KwaZulu-Natal,1.0,0.0,0.0,,,30 - 39 %,,50 - 59 %,,0,1,2001,10
1059,1059,Id_li0knhgn0r,2023-03-07,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,,0 - 29 %,,40 - 49 %,,1,1,2004,4
1060,1060,Id_qowsnzi1lj,2022-02-28,2,wage employed,91.0,Urban,Limpopo,1.0,0.0,0.0,,,30 - 39 %,60 - 69 %,,30 - 39 %,0,1,1998,5
1061,1061,Id_b30jj6icvm,2022-03-09,2,unemployed,108.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,30 - 39 %,,60 - 69 %,,,1,1,2000,10
1062,1062,Id_ukmckmm4kr,2022-08-03,3,other,,Urban,Western Cape,1.0,0.0,0.0,,30 - 39 %,,50 - 59 %,,,1,1,1997,6
1063,1063,Id_97g0isyvcz,2023-03-17,4,wage employed,0.0,Rural,Mpumalanga,1.0,0.0,0.0,1.0,,30 - 39 %,40 - 49 %,,,1,1,1993,1
1064,1064,Id_1lphdsb8y5,2023-02-14,4,wage employed,273.0,Urban,Gauteng,0.0,,,4.0,,,,,,1,1,2000,1
1065,1065,Id_mpevcgfuar,2023-02-13,4,wage employed,153.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,,40 - 49 %,40 - 49 %,,,0,1,2002,7
1066,1066,Id_fao04nx9xj,2021-08-20,1,wage employed,0.0,Urban,Gauteng,0.0,,,,,,,,,0,1,1970,10
1067,1067,Id_0iecgau296,2023-03-13,4,studying,,Suburb,Mpumalanga,1.0,0.0,0.0,4.0,,30 - 39 %,,60 - 69 %,,1,1,1993,1
1068,1068,Id_mm005ihcs8,2023-03-17,4,self employed,,Urban,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,,50 - 59 %,,30 - 39 %,1,1,1998,8
1069,1069,Id_k4yuju0s6s,2022-02-21,2,unemployed,2509.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,0 - 29 %,60 - 69 %,,,1,1,1994,4
1070,1070,Id_jz5cxaf93y,2023-03-20,4,wage employed,62.0,Urban,Gauteng,1.0,0.0,0.0,,0 - 29 %,,60 - 69 %,,0 - 29 %,1,1,1996,4
1071,1071,Id_952h3wofcz,2021-08-16,1,wage employed,0.0,Urban,Western Cape,,,,,,,,,,1,1,1998,8
1072,1072,Id_o3pslgabgk,2022-08-01,3,other,,Rural,Mpumalanga,1.0,0.0,0.0,1.0,,30 - 39 %,,,,1,1,1987,9
1073,1073,Id_fhx96ano24,2023-02-09,4,studying,,Suburb,KwaZulu-Natal,1.0,0.0,0.0,2.0,30 - 39 %,,30 - 39 %,,30 - 39 %,0,1,1988,3
1074,1074,Id_fqv29c3md9,2022-08-11,3,other,,Urban,Eastern Cape,1.0,1.0,,3.0,,50 - 59 %,60 - 69 %,,,1,1,1998,12
1075,1075,Id_hl4deit34s,2022-02-28,2,unemployed,40.0,Urban,Gauteng,1.0,,,4.0,0 - 29 %,,40 - 49 %,,,0,1,1991,1
1076,1076,Id_3vos08esnm,2023-02-21,4,wage employed,518.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1997,7
1077,1077,Id_seeo63de2y,2023-02-21,4,unemployed,36.0,Rural,Mpumalanga,,,,,,,,,,0,1,1990,11
1078,1078,Id_3ydv83vfu3,2023-02-09,4,self employed,,Rural,Limpopo,1.0,,,1.0,,50 - 59 %,50 - 59 %,,,0,1,2000,1
1079,1079,Id_2fz4gbwy5l,2022-03-04,2,unemployed,1092.0,Urban,Free State,1.0,,,,,,40 - 49 %,,30 - 39 %,1,1,2000,1
1080,1080,Id_km7dfoq0g5,2023-03-14,4,unemployed,1523.0,Urban,Free State,,,,,,,,,,1,1,2000,10
1081,1081,Id_q1atvtl4jy,2021-08-12,1,studying,,Urban,Limpopo,1.0,,1.0,2.0,,,60 - 69 %,,,1,1,1985,5
1082,1082,Id_1i7psxexrd,2023-02-21,4,studying,,Urban,Eastern Cape,,,,,,,,,,0,1,2003,5
1083,1083,Id_sqll106065,2022-08-01,3,other,,Urban,Limpopo,,,,,,,,,,0,1,2001,11
1084,1084,Id_ao409p515s,2021-08-23,1,wage employed,0.0,Rural,North West,1.0,,,1.0,0 - 29 %,,40 - 49 %,,,0,1,1986,1
1085,1085,Id_lal1esrii0,2023-02-09,4,unemployed,396.0,Rural,North West,1.0,0.0,0.0,1.0,40 - 49 %,,60 - 69 %,,40 - 49 %,1,1,2003,9
1086,1086,Id_z6fpelof4l,2022-02-23,2,unemployed,335.0,Urban,Gauteng,1.0,,,3.0,,40 - 49 %,50 - 59 %,,,1,1,2003,5
1087,1087,Id_vy1mvoy6z1,2022-03-01,2,wage employed,127.0,Urban,North West,1.0,1.0,,4.0,,60 - 69 %,,50 - 59 %,,0,1,1996,5
1088,1088,Id_zwvgj2uqhz,2022-02-24,2,unemployed,1155.0,Rural,KwaZulu-Natal,0.0,0.0,0.0,2.0,,,,,,1,1,1999,11
1089,1089,Id_cx37qxjrsm,2021-08-12,1,studying,,Urban,Gauteng,1.0,0.0,0.0,2.0,30 - 39 %,,50 - 59 %,,0 - 29 %,1,1,2001,7
1090,1090,Id_rd7x3vhqmv,2022-08-01,3,unemployed,614.0,Urban,Free State,1.0,0.0,0.0,,30 - 39 %,,40 - 49 %,,,0,1,1992,9
1091,1091,Id_yj0vh31gmp,2022-08-12,3,other,,Urban,Gauteng,0.0,0.0,0.0,4.0,,,,,,0,1,2000,5
1092,1092,Id_dqueowe5rv,2022-08-08,3,wage employed,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1984,1
1093,1093,Id_gheaiij07i,2023-02-28,4,wage employed,31.0,Suburb,Gauteng,,,,,,,,,,0,1,2001,8
1094,1094,Id_oa191uje2s,2023-03-14,4,unemployed,2652.0,Rural,Limpopo,,,,,,,,,,1,1,1991,10
1095,1095,Id_nt9zkerroj,2023-02-24,4,studying,,Urban,Limpopo,,,,,,,,,,0,1,1997,5
1096,1096,Id_vwyg1sr1wa,2022-03-02,2,wage employed,216.0,Rural,Gauteng,1.0,,,5.0,0 - 29 %,,50 - 59 %,,30 - 39 %,0,1,1990,10
1097,1097,Id_rrs9akle6n,2023-02-15,4,unemployed,2534.0,Urban,North West,,,,,,,,,,0,1,1987,12
1098,1098,Id_kwmgy1n3dx,2023-03-01,4,unemployed,64.0,Urban,Free State,1.0,0.0,0.0,3.0,,50 - 59 %,50 - 59 %,,,0,1,2004,6
1099,1099,Id_tqfexx8hux,2021-08-16,1,studying,,Urban,Limpopo,1.0,0.0,0.0,3.0,,40 - 49 %,50 - 59 %,,,0,1,1998,3
1100,1100,Id_f7zw77oajf,2023-02-06,4,studying,,Urban,Gauteng,,,,,,,,,,1,1,1995,1
1101,1101,Id_gjjno416nz,2023-02-10,4,studying,,Urban,Western Cape,1.0,0.0,0.0,5.0,,40 - 49 %,,50 - 59 %,,1,1,1998,8
1102,1102,Id_6vl40u6tk0,2023-02-13,4,studying,,Urban,Gauteng,1.0,0.0,0.0,5.0,,50 - 59 %,,50 - 59 %,,1,1,2000,1
1103,1103,Id_9lgtklpidl,2023-02-01,4,studying,,Urban,KwaZulu-Natal,0.0,0.0,0.0,4.0,,,,,,0,1,2002,4
1104,1104,Id_yqa4xagoqh,2023-02-14,4,unemployed,1096.0,Urban,Free State,1.0,0.0,0.0,1.0,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,2000,11
1105,1105,Id_21fm0m8tm8,2022-08-03,3,studying,,Urban,Northern Cape,1.0,0.0,0.0,1.0,30 - 39 %,,,50 - 59 %,0 - 29 %,0,1,2004,4
1106,1106,Id_5yy37inwlc,2023-03-06,4,unemployed,339.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,,60 - 69 %,,30 - 39 %,1,1,1999,9
1107,1107,Id_lb58qqcju8,2023-02-10,4,wage employed,275.0,Urban,Western Cape,1.0,0.0,0.0,5.0,,60 - 69 %,,50 - 59 %,,0,1,2003,4
1108,1108,Id_pay54az9ss,2022-02-24,2,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,1,1,2003,6
1109,1109,Id_jhj1akzu66,2021-08-19,1,studying,,Urban,Gauteng,1.0,,,,,50 - 59 %,60 - 69 %,,0 - 29 %,1,1,2000,3
1110,1110,Id_bx0m1tgaf1,2023-02-10,4,unemployed,974.0,Urban,Limpopo,1.0,0.0,0.0,1.0,0 - 29 %,,60 - 69 %,,,0,1,2000,1
1111,1111,Id_zzzn1zaccn,2022-08-03,3,wage employed,,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,30 - 39 %,,50 - 59 %,,,0,1,1994,9
1112,1112,Id_rqakftwyb9,2022-03-03,2,studying,,Urban,Western Cape,1.0,,,5.0,,,,50 - 59 %,,1,1,2000,1
1113,1113,Id_boer1o4t6d,2023-02-14,4,unemployed,1065.0,Rural,Limpopo,1.0,0.0,0.0,1.0,30 - 39 %,,60 - 69 %,,40 - 49 %,1,1,2000,1
1114,1114,Id_drjo0dcpcs,2022-08-02,3,wage employed,,Urban,Free State,1.0,0.0,0.0,3.0,70 - 79 %,,50 - 59 %,,60 - 69 %,0,1,1998,4
1115,1115,Id_8ouuwcm8zp,2022-08-11,3,unemployed,979.0,Urban,Northern Cape,1.0,0.0,0.0,3.0,,40 - 49 %,50 - 59 %,,,1,1,2000,1
1116,1116,Id_gxs509ol08,2023-02-06,4,studying,,Urban,Gauteng,,,,,,,,,,0,1,2003,9
1117,1117,Id_r9uelehcgq,2022-03-17,2,studying,,Urban,Gauteng,1.0,,,3.0,,30 - 39 %,40 - 49 %,,,0,1,2000,1
1118,1118,Id_ppyp9qadwb,2022-02-28,2,studying,,Urban,Eastern Cape,0.0,0.0,0.0,3.0,,,,,,0,1,1999,6
1119,1119,Id_8x7483isei,2022-08-11,3,other,,Urban,Gauteng,,,,,,,,,,1,1,1997,1
1120,1120,Id_zjtwro0vyl,2022-03-07,2,unemployed,104.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,,30 - 39 %,,70 - 79 %,,30 - 39 %,0,1,2000,1
1121,1121,Id_u5x6i7suvf,2023-02-22,4,self employed,2624.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1993,1
1122,1122,Id_bfmk76ms5p,2022-03-11,2,studying,,Urban,Gauteng,1.0,,,4.0,,50 - 59 %,50 - 59 %,,,1,1,2000,1
1123,1123,Id_9vfe5bmm7x,2022-08-11,3,unemployed,1497.0,Urban,Eastern Cape,1.0,1.0,,2.0,,,,,,1,1,1985,11
1124,1124,Id_lon1xszwy3,2023-02-06,4,unemployed,1346.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,0 - 29 %,30 - 39 %,,,1,1,1996,1
1125,1125,Id_zb1sytdll0,2023-02-06,4,wage employed,639.0,Urban,Northern Cape,1.0,,,,0 - 29 %,,,50 - 59 %,30 - 39 %,1,1,2000,1
1126,1126,Id_4jeizzpbbr,2022-03-01,2,self employed,62.0,Urban,Free State,1.0,0.0,0.0,0.0,,30 - 39 %,,40 - 49 %,,0,1,1995,9
1127,1127,Id_2qbx10ud6n,2022-02-25,2,unemployed,449.0,Suburb,KwaZulu-Natal,0.0,0.0,0.0,2.0,,,,,,1,1,2001,6
1128,1128,Id_utihwoq4jt,2022-03-11,2,studying,,Urban,Northern Cape,1.0,0.0,0.0,5.0,50 - 59 %,,,70 - 79 %,,1,1,2000,1
1129,1129,Id_2vn93u58um,2022-08-10,3,other,,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,30 - 39 %,,50 - 59 %,,30 - 39 %,1,1,1989,3
1130,1130,Id_89mvj40rlh,2021-08-12,1,studying,,Urban,KwaZulu-Natal,1.0,,1.0,3.0,,,,60 - 69 %,,1,1,1987,9
1131,1131,Id_eoe3h61d9i,2023-03-02,4,wage employed,122.0,Urban,Western Cape,1.0,1.0,0.0,2.0,50 - 59 %,,50 - 59 %,,,0,1,2000,1
1132,1132,Id_nycfnrisry,2022-03-01,2,self employed,465.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1990,3
1133,1133,Id_mwtaa2j1rb,2022-07-28,3,studying,,Urban,Gauteng,1.0,0.0,0.0,4.0,,50 - 59 %,60 - 69 %,,,0,1,2004,2
1134,1134,Id_msh8zmog3h,2023-02-27,4,unemployed,5.0,Suburb,Limpopo,1.0,0.0,0.0,,,40 - 49 %,40 - 49 %,,,0,1,1993,2
1135,1135,Id_69uuducrk8,2023-03-22,4,unemployed,2287.0,Rural,KwaZulu-Natal,0.0,,,1.0,,,,,,1,1,1994,3
1136,1136,Id_g22lwaq8t8,2023-02-08,4,studying,,Suburb,Gauteng,,,,,,,,,,0,1,2001,4
1137,1137,Id_8rcl6i27v7,2022-03-11,2,studying,,Urban,Gauteng,1.0,0.0,0.0,3.0,40 - 49 %,,60 - 69 %,,40 - 49 %,1,1,2000,1
1138,1138,Id_vueyosaagn,2023-02-17,4,unemployed,128.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,,30 - 39 %,50 - 59 %,,,0,1,2001,11
1139,1139,Id_ud8ecs9t7n,2023-02-13,4,wage employed,122.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,50 - 59 %,70 - 79 %,,,0,1,1999,3
1140,1140,Id_id5i266op8,2023-02-21,4,wage employed,153.0,Rural,Limpopo,1.0,0.0,0.0,,,30 - 39 %,30 - 39 %,,,0,1,1996,4
1141,1141,Id_xc80te5fs9,2023-03-06,4,unemployed,795.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,,40 - 49 %,,40 - 49 %,,0,1,2000,1
1142,1142,Id_uxrv7ws4iz,2023-02-08,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,70 - 79 %,,70 - 79 %,,70 - 79 %,0,1,2000,1
1143,1143,Id_jbta68qcny,2023-03-16,4,unemployed,64.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,30 - 39 %,40 - 49 %,,,1,1,1998,10
1144,1144,Id_vnsydst1f9,2023-02-14,4,wage employed,518.0,Urban,Mpumalanga,,,,,,,,,,0,1,1995,11
1145,1145,Id_yhb1qjfkin,2023-02-17,4,unemployed,250.0,Rural,KwaZulu-Natal,,,,,,,,,,0,1,1996,9
1146,1146,Id_jvw66fieox,2022-02-21,2,unemployed,245.0,Rural,KwaZulu-Natal,1.0,,,4.0,,50 - 59 %,60 - 69 %,,,1,1,1997,4
1147,1147,Id_beinopg1qp,2023-03-22,4,unemployed,33.0,Suburb,Limpopo,,,,,,,,,,1,1,1997,11
1148,1148,Id_wghq2z68yo,2023-02-20,4,self employed,,Urban,Free State,1.0,0.0,0.0,3.0,,0 - 29 %,40 - 49 %,,,0,1,1999,12
1149,1149,Id_jh55u9qsx2,2021-08-23,1,self employed,531.0,Urban,Mpumalanga,1.0,,,4.0,40 - 49 %,,50 - 59 %,,30 - 39 %,0,1,2003,4
1150,1150,Id_gqwoxqo6st,2023-02-10,4,wage employed,5.0,Urban,Western Cape,,,,,,,,,,1,1,2003,11
1151,1151,Id_k7xvimf5se,2023-03-02,4,wage employed,61.0,Urban,Mpumalanga,1.0,1.0,,3.0,50 - 59 %,,50 - 59 %,,50 - 59 %,1,1,2000,1
1152,1152,Id_rhbccj437c,2022-08-10,3,studying,,Suburb,Eastern Cape,1.0,0.0,1.0,5.0,50 - 59 %,,,60 - 69 %,50 - 59 %,1,1,1998,2
1153,1153,Id_vjnmppkukn,2022-03-16,2,unemployed,795.0,Urban,North West,1.0,,,3.0,,30 - 39 %,40 - 49 %,,,0,1,2000,1
1154,1154,Id_1cqbgnogzw,2022-03-17,2,studying,,Rural,KwaZulu-Natal,,,,,,,,,,0,1,2000,1
1155,1155,Id_k8jld4qayo,2023-02-21,4,unemployed,1132.0,Suburb,KwaZulu-Natal,,,,,,,,,,0,1,1999,2
1156,1156,Id_kx97eub03k,2022-03-01,2,studying,,Suburb,Eastern Cape,0.0,,,1.0,,,,,,0,1,1994,11
1157,1157,Id_lp3dasj3n6,2023-03-13,4,unemployed,460.0,Rural,Limpopo,,,,,,,,,,1,1,1994,4
1158,1158,Id_9hee3aicif,2022-02-22,2,unemployed,56.0,Urban,Northern Cape,1.0,0.0,0.0,2.0,,50 - 59 %,50 - 59 %,,,1,1,1991,12
1159,1159,Id_mxii929bm7,2022-08-03,3,unemployed,1101.0,Suburb,KwaZulu-Natal,,,,,,,,,,1,1,2000,7
1160,1160,Id_t5xdyei4s9,2022-03-02,2,unemployed,12.0,Rural,KwaZulu-Natal,1.0,,,,0 - 29 %,,50 - 59 %,,,1,1,2000,1
1161,1161,Id_6osx4dn6mr,2023-02-06,4,wage employed,342.0,Urban,Mpumalanga,1.0,,,,0 - 29 %,,50 - 59 %,,0 - 29 %,1,1,2000,1
1162,1162,Id_1pzwroputd,2022-03-03,2,studying,,Urban,Western Cape,,,,,,,,,,1,1,2000,1
1163,1163,Id_tjpzsg7lvr,2022-03-07,2,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,,0 - 29 %,40 - 49 %,,,0,1,2000,1
1164,1164,Id_juag6sezip,2021-08-19,1,wage employed,0.0,Urban,Eastern Cape,1.0,0.0,0.0,4.0,,30 - 39 %,30 - 39 %,,,1,1,1996,8
1165,1165,Id_be1zngpqlc,2023-03-01,4,studying,,Urban,Free State,,,,,,,,,,0,1,1990,8
1166,1166,Id_yo69fmf0ar,2023-03-02,4,unemployed,64.0,Suburb,KwaZulu-Natal,,,,,,,,,,0,1,2003,7
1167,1167,Id_6al6qoszlh,2022-03-01,2,unemployed,64.0,Suburb,Free State,1.0,,,,,60 - 69 %,50 - 59 %,,,0,1,1999,11
1168,1168,Id_7h44o827gp,2023-03-07,4,studying,,Urban,Western Cape,1.0,0.0,0.0,3.0,,30 - 39 %,40 - 49 %,,,1,1,2000,8
1169,1169,Id_l9skxjyq7u,2022-08-11,3,wage employed,,Urban,Gauteng,,,,,,,,,,1,1,1990,5
1170,1170,Id_7z1nf0gz85,2022-03-07,2,unemployed,335.0,Rural,Eastern Cape,1.0,,,0.0,40 - 49 %,,40 - 49 %,,0 - 29 %,0,1,2000,1
1171,1171,Id_y3fb6gl6h8,2023-03-15,4,unemployed,735.0,Urban,Mpumalanga,0.0,0.0,0.0,5.0,,,,,,1,1,1997,9
1172,1172,Id_ujbtsc5xsy,2023-03-13,4,unemployed,917.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,30 - 39 %,60 - 69 %,,,1,1,1993,1
1173,1173,Id_cix5bvil77,2022-08-01,3,studying,,Urban,Gauteng,1.0,0.0,1.0,3.0,,30 - 39 %,50 - 59 %,,,1,1,1998,4
1174,1174,Id_c42x5mfp0k,2023-03-16,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,2001,7
1175,1175,Id_z8z1ips4mg,2022-08-12,3,other,,Urban,Gauteng,1.0,,,5.0,,60 - 69 %,,40 - 49 %,,0,1,2002,1
1176,1176,Id_3cofhphc87,2022-02-25,2,wage employed,451.0,Suburb,Eastern Cape,1.0,,,,0 - 29 %,,30 - 39 %,,,1,1,1992,12
1177,1177,Id_6vgvsfj56c,2023-03-15,4,wage employed,518.0,Urban,Gauteng,1.0,0.0,0.0,4.0,,40 - 49 %,,40 - 49 %,,1,1,1997,12
1178,1178,Id_hkvtkwup5x,2023-02-17,4,wage employed,273.0,Rural,KwaZulu-Natal,,,,,,,,,,1,1,2002,1
1179,1179,Id_me97ism4jf,2023-03-03,4,wage employed,30.0,Urban,Gauteng,1.0,0.0,0.0,4.0,,40 - 49 %,,50 - 59 %,,1,1,2000,1
1180,1180,Id_rayrfk924x,2023-02-17,4,unemployed,707.0,Urban,Gauteng,1.0,0.0,0.0,3.0,40 - 49 %,,50 - 59 %,,40 - 49 %,0,1,1992,4
1181,1181,Id_jzkxue4hka,2022-08-12,3,unemployed,583.0,Urban,Mpumalanga,1.0,0.0,0.0,,,0 - 29 %,40 - 49 %,,,1,1,1994,3
1182,1182,Id_t74oh7os9g,2023-02-20,4,studying,,Rural,KwaZulu-Natal,,,,,,,,,,0,1,2000,12
1183,1183,Id_ms624ngn7u,2023-03-23,4,unemployed,334.0,Rural,Limpopo,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,1,1,2000,7
1184,1184,Id_j8z4mr2hqx,2022-03-02,2,studying,,Urban,Northern Cape,,,,,,,,,,0,1,1999,2
1185,1185,Id_th9a99gxb2,2022-03-07,2,unemployed,88.0,Urban,Gauteng,1.0,,,4.0,,,,,,1,1,2000,1
1186,1186,Id_mnwb6mrsdg,2023-03-23,4,unemployed,95.0,Suburb,Free State,0.0,0.0,0.0,1.0,,,,,,1,1,1991,4
1187,1187,Id_75mdb21w4c,2023-03-06,4,unemployed,1890.0,Rural,Limpopo,0.0,0.0,0.0,,,,,,,1,1,1995,7
